input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
"I noticed my HP EliteBook laptop showed an unfamiliar browser extension in the Marketing office, not sure if I installed it.",Security,Low,No escalation needed unless the scan finds malicious activity.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""User notices an unfamiliar browser extension of unknown origin on their device."", ""troubleshooting"": [""Review installed browser extensions with the user"", ""Remove the unrecognized extension"", ""Run a quick malware scan as a precaution""], ""escalation"": ""No escalation needed unless the scan finds malicious activity.""}",True,True,True,True,True,Security,Low,No escalation needed unless the scan finds malicious activity.
The only printer on floor 4 capable of color printing is completely down and the Engineering team has a client deliverable today.,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""The floor's sole color printer is down, blocking a time-sensitive client deliverable."", ""troubleshooting"": [""Check printer error display for a specific fault code"", ""Attempt a power cycle of the printer"", ""Identify nearest working color printer as a temporary workaround""], ""escalation"": ""Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.""}",True,True,True,True,True,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.
"A file on the Engineering shared drive appears to be corrupted, it won't open.",File / Permissions,Medium,Escalate to Network Operations if backup and version history don't yield a usable copy.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""A file stored on the shared drive fails to open, suggesting corruption."", ""troubleshooting"": [""Try opening the file from a backup or version history"", ""Test opening the file on a different machine"", ""Check file size for signs of incomplete transfer""], ""escalation"": ""Escalate to Network Operations if backup and version history don't yield a usable copy.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Network Operations if backup and version history don't yield a usable copy.
Teams keeps freezing when I try to share my screen during Legal meetings.,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""User's Teams client becomes unresponsive when attempting to share their screen."", ""troubleshooting"": [""Update Teams to the latest version"", ""Clear Teams cache and restart the app"", ""Test screen share in a different meeting"", ""Check for GPU/driver related Teams issues""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.""}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.
A batch of 8 work iPhones was reported stolen from a delivery truck before they were assigned to Procurement.,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.,"{""category"": ""Mobile Device"", ""priority"": ""Critical"", ""summary"": ""A batch of unassigned work phones was reported stolen before deployment, posing a potential access risk."", ""troubleshooting"": [""Confirm none of the stolen devices were enrolled in MDM or linked to accounts"", ""Flag the device serial numbers as stolen with the carrier"", ""Update inventory records for the affected devices""], ""escalation"": ""Escalate to Security / Incident Response immediately due to the theft of company assets.""}",True,True,True,True,True,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.
"I noticed my Dell Latitude laptop showed an unfamiliar browser extension in the Engineering office, not sure if I installed it.",Security,Low,No escalation needed unless the scan finds malicious activity.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""User notices an unfamiliar browser extension of unknown origin on their device."", ""troubleshooting"": [""Review installed browser extensions with the user"", ""Remove the unrecognized extension"", ""Run a quick malware scan as a precaution""], ""escalation"": ""No escalation needed unless the scan finds malicious activity.""}",True,True,True,True,True,Security,Low,No escalation needed unless the scan finds malicious activity.
A software update pushed to the whole company this morning is preventing everyone from logging into ServiceNow.,Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.,"{""category"": ""Software"", ""priority"": ""Critical"", ""summary"": ""A company-wide software update has broken login access to ServiceNow for all employees."", ""troubleshooting"": [""Identify the update package deployed this morning"", ""Check for a vendor-published emergency hotfix"", ""Prepare to roll back the update company-wide if no hotfix exists""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately as a business-critical outage.""}",True,True,True,True,True,Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.
Nobody on the Legal remote team on floor 12 can connect to VPN this morning.,VPN,High,Escalate to Network Operations; multiple users affected.,"{""category"": ""VPN"", ""priority"": ""High"", ""summary"": ""Multiple remote team members in Legal are unable to establish VPN connections."", ""troubleshooting"": [""Check VPN concentrator/gateway status"", ""Confirm license/seat limits have not been reached"", ""Test connection from a different network""], ""escalation"": ""Escalate to Network Operations; multiple users affected.""}",True,True,True,True,True,VPN,High,Escalate to Network Operations; multiple users affected.
"Notification sound on my work Android phone is quieter than before for someone in Marketing, might just be a setting.",Mobile Device,Low,No escalation needed.,"{""category"": ""Mobile Device"", ""priority"": ""Low"", ""summary"": ""User notices reduced notification sound volume on their work phone."", ""troubleshooting"": [""Check notification volume and do-not-disturb settings"", ""Verify app-specific notification sound settings"", ""Test with a different notification tone""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Mobile Device,Low,No escalation needed.
"I noticed my Surface Laptop showed an unfamiliar browser extension in the Marketing office, not sure if I installed it.",Security,Low,No escalation needed unless the scan finds malicious activity.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""User notices an unfamiliar browser extension of unknown origin on their device."", ""troubleshooting"": [""Review installed browser extensions with the user"", ""Remove the unrecognized extension"", ""Run a quick malware scan as a precaution""], ""escalation"": ""No escalation needed unless the scan finds malicious activity.""}",True,True,True,True,True,Security,Low,No escalation needed unless the scan finds malicious activity.
MFA app isn't generating a code that matches what the Zoom login page expects for Engineering systems.,Account / Authentication,Medium,Escalate to Identity & Access Management if re-registration does not resolve the mismatch.,"{""category"": ""Account / Authentication"", ""priority"": ""Medium"", ""summary"": ""User's multi-factor authentication codes are not matching the expected value."", ""troubleshooting"": [""Check device clock/time sync, since MFA codes are time-based"", ""Re-sync or re-register the MFA authenticator app"", ""Try an alternate MFA method if available""], ""escalation"": ""Escalate to Identity & Access Management if re-registration does not resolve the mismatch.""}",True,True,True,True,True,Account / Authentication,Medium,Escalate to Identity & Access Management if re-registration does not resolve the mismatch.
SharePoint site shows 'access denied' when I try to open a folder the Legal team shared with me.,Microsoft 365,Medium,Escalate to Identity & Access Management if group membership does not resolve access.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""User receives an access denied error opening a SharePoint folder shared by another team."", ""troubleshooting"": [""Verify user is added to the correct SharePoint group"", ""Confirm folder-level permissions were applied"", ""Have the file owner re-share the folder""], ""escalation"": ""Escalate to Identity & Access Management if group membership does not resolve access.""}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Identity & Access Management if group membership does not resolve access.
"SharePoint is throwing SSL_ERROR errors for the whole Operations team, we can't access any of our project files.",Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services due to team-wide impact.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""An entire team is unable to access project files due to SharePoint errors."", ""troubleshooting"": [""Check Microsoft 365 service health dashboard for SharePoint incidents"", ""Verify the site collection is not over storage quota"", ""Test access from a different account""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services due to team-wide impact.""}",True,True,True,True,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services due to team-wide impact.
"Company-wide, nobody can log into Outlook, Teams, or SharePoint, everything just times out, including Jira for the IT team.",Microsoft 365,Critical,Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.,"{""category"": ""Microsoft 365"", ""priority"": ""Critical"", ""summary"": ""Company-wide outage affecting Outlook, Teams, and SharePoint simultaneously."", ""troubleshooting"": [""Check Microsoft 365 admin center service health for a tenant-wide incident"", ""Confirm outage is not isolated to on-prem network path"", ""Communicate status to all affected users""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.""}",True,True,True,True,True,Microsoft 365,Critical,Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.
"I got a slightly odd-looking email in Finance on floor 3 but I didn't click anything, just wanted to report it.",Security,Low,No escalation needed unless the email is confirmed malicious.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""User proactively reports a suspicious but unclicked email for review."", ""troubleshooting"": [""Review the reported email headers and sender domain"", ""Confirm no links or attachments were interacted with"", ""Add sender to blocklist if confirmed malicious""], ""escalation"": ""No escalation needed unless the email is confirmed malicious.""}",True,True,True,True,True,Security,Low,No escalation needed unless the email is confirmed malicious.
My Outlook calendar isn't syncing meeting updates from my Android phone.,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if sync failure continues across devices.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""User's Outlook calendar changes are not syncing between desktop and mobile."", ""troubleshooting"": [""Verify mobile Outlook app is signed into the correct account"", ""Force manual sync on both devices"", ""Check for calendar sync settings mismatch""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if sync failure continues across devices.""}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if sync failure continues across devices.
The printer on the 2nd floor is a bit slow to start printing but it does work.,Printer,Low,No escalation needed.,"{""category"": ""Printer"", ""priority"": ""Low"", ""summary"": ""A shared printer exhibits a slight delay before starting print jobs."", ""troubleshooting"": [""Check printer's power-save/sleep settings"", ""Send a test print to confirm consistent delay"", ""Update printer driver if delay is excessive""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Printer,Low,No escalation needed.
"My second monitor won't turn on, the first one works fine.",Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's secondary monitor fails to power on while the primary monitor functions normally."", ""troubleshooting"": [""Check power cable and outlet for the second monitor"", ""Test with a different video cable"", ""Try the monitor on a different port/computer""], ""escalation"": ""Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.
My work company-issued smartphone's battery seems to drain faster than it used to.,Mobile Device,Low,No escalation needed.,"{""category"": ""Mobile Device"", ""priority"": ""Low"", ""summary"": ""User's work mobile device shows faster than normal battery drain."", ""troubleshooting"": [""Check battery usage breakdown by app"", ""Disable unused background app refresh"", ""Update device OS to the latest version""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Mobile Device,Low,No escalation needed.
"Notification sound on my work iPad is quieter than before for someone in Operations, might just be a setting.",Mobile Device,Low,No escalation needed.,"{""category"": ""Mobile Device"", ""priority"": ""Low"", ""summary"": ""User notices reduced notification sound volume on their work phone."", ""troubleshooting"": [""Check notification volume and do-not-disturb settings"", ""Verify app-specific notification sound settings"", ""Test with a different notification tone""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Mobile Device,Low,No escalation needed.
I keep getting disconnected from Wi-Fi whenever I walk from floor 11 to the Annex conference room.,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User loses wireless connectivity when moving between building zones."", ""troubleshooting"": [""Check access point coverage map for the affected area"", ""Verify roaming/band settings on the device"", ""Test another device in the same location""], ""escalation"": ""Escalate to Network Operations to review access point placement if issue is location-specific.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.
"The entire East building's internet is down, nobody can get online.",Network / Wi-Fi,Critical,Escalate to Network Operations immediately as a business-critical outage.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Critical"", ""summary"": ""Building-wide internet outage affecting all users in the East building."", ""troubleshooting"": [""Confirm outage scope across floors and buildings"", ""Check core router/firewall status"", ""Contact ISP to confirm circuit status""], ""escalation"": ""Escalate to Network Operations immediately as a business-critical outage.""}",True,True,True,True,True,Network / Wi-Fi,Critical,Escalate to Network Operations immediately as a business-critical outage.
"A software update pushed to the whole company this morning is preventing everyone, including Procurement, from logging into Workday.",Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.,"{""category"": ""Software"", ""priority"": ""Critical"", ""summary"": ""A company-wide software update has broken login access to Workday for all employees."", ""troubleshooting"": [""Identify the update package deployed this morning"", ""Check for a vendor-published emergency hotfix"", ""Prepare to roll back the update company-wide if no hotfix exists""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately as a business-critical outage.""}",True,True,True,True,True,Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.
3 people on floor 7 say the network printer isn't showing up at all now.,Printer,High,Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""Multiple users on a floor report the shared network printer has become undiscoverable."", ""troubleshooting"": [""Verify printer's network connection and IP address"", ""Check print server for the printer's status"", ""Confirm no recent network changes affected the printer's VLAN""], ""escalation"": ""Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.""}",True,True,True,True,True,Printer,High,Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.
My Lenovo Yoga laptop has been showing random pop-up ads even when my browser is closed; I'm on the Engineering team.,Security,Medium,Escalate to Security / Incident Response if the scan confirms malware presence.,"{""category"": ""Security"", ""priority"": ""Medium"", ""summary"": ""User's computer displays unexpected pop-up ads independent of browser activity, suggesting possible adware."", ""troubleshooting"": [""Run a full antivirus/anti-malware scan"", ""Check installed programs for unrecognized recent additions"", ""Review browser extensions for unauthorized additions""], ""escalation"": ""Escalate to Security / Incident Response if the scan confirms malware presence.""}",True,True,True,True,True,Security,Medium,Escalate to Security / Incident Response if the scan confirms malware presence.
"My HP EliteBook laptop battery drains from full to dead in under two hours now, and I'm on the Legal team.",Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's laptop battery life has degraded significantly, lasting under two hours."", ""troubleshooting"": [""Check battery health status in system settings"", ""Test with a different charger/power adapter"", ""Review recent high-CPU applications draining battery""], ""escalation"": ""Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.
"I think someone else is logged into my account right now, I can see login activity from a location I've never been to. I'm on the IT team in the West building.",Account / Authentication,Critical,Escalate to Security / Incident Response immediately as a suspected account compromise.,"{""category"": ""Account / Authentication"", ""priority"": ""Critical"", ""summary"": ""User reports evidence of unauthorized access to their account from an unrecognized location."", ""troubleshooting"": [""Immediately force sign-out of all active sessions"", ""Reset password and require MFA re-enrollment"", ""Review sign-in logs for the unauthorized session""], ""escalation"": ""Escalate to Security / Incident Response immediately as a suspected account compromise.""}",True,True,True,True,True,Account / Authentication,Critical,Escalate to Security / Incident Response immediately as a suspected account compromise.
OneDrive icon shows a sync pending cloud icon on one QuickBooks file used by Engineering that never seems to finish.,Microsoft 365,Low,No escalation needed unless issue affects multiple files.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""A single OneDrive file appears perpetually stuck in a pending sync state."", ""troubleshooting"": [""Check file name for unsupported characters or length"", ""Pause and resume OneDrive sync"", ""Try re-saving the file locally then re-uploading""], ""escalation"": ""No escalation needed unless issue affects multiple files.""}",True,True,True,True,True,Microsoft 365,Low,No escalation needed unless issue affects multiple files.
I keep getting disconnected from Wi-Fi whenever I walk from floor 2 to the South conference room.,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User loses wireless connectivity when moving between building zones."", ""troubleshooting"": [""Check access point coverage map for the affected area"", ""Verify roaming/band settings on the device"", ""Test another device in the same location""], ""escalation"": ""Escalate to Network Operations to review access point placement if issue is location-specific.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.
Every printer in the Annex building went offline at the same time right before a board meeting print run for Legal.,Printer,Critical,Escalate to Desktop Support / Hardware immediately due to the time-critical business need.,"{""category"": ""Printer"", ""priority"": ""Critical"", ""summary"": ""All printers in the Annex building went offline simultaneously ahead of a time-critical print run."", ""troubleshooting"": [""Check print server status for a systemic failure"", ""Verify network connectivity to the printer VLAN"", ""Identify any recent print server configuration change""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately due to the time-critical business need.""}",True,True,True,True,True,Printer,Critical,Escalate to Desktop Support / Hardware immediately due to the time-critical business need.
3 people on the Procurement team can't receive their MFA push notifications on their Android phones since this morning.,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""Multiple team members are not receiving MFA push notifications on mobile devices."", ""troubleshooting"": [""Check MFA provider service status"", ""Verify affected phones have a working internet/data connection"", ""Try an alternate MFA method as a workaround""], ""escalation"": ""Escalate to Identity & Access Management; affects multiple users' ability to log in.""}",True,True,True,True,True,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.
The printer on floor 2 is a bit slow to start printing but it does work.,Printer,Low,No escalation needed.,"{""category"": ""Printer"", ""priority"": ""Low"", ""summary"": ""A shared printer exhibits a slight delay before starting print jobs."", ""troubleshooting"": [""Check printer's power-save/sleep settings"", ""Send a test print to confirm consistent delay"", ""Update printer driver if delay is excessive""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Printer,Low,No escalation needed.
"Wi-Fi on floor 4 in the Marketing area feels a little slower than usual today, still usable.",Network / Wi-Fi,Low,No escalation needed unless slowdown persists beyond one business day.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""User on floor 4 reports mildly reduced but usable Wi-Fi speed."", ""troubleshooting"": [""Run a speed test and compare to baseline"", ""Check for nearby network congestion"", ""Restart the wireless adapter""], ""escalation"": ""No escalation needed unless slowdown persists beyond one business day.""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed unless slowdown persists beyond one business day.
"My work iPad was lost, possibly stolen, and it has access to my Finance email.",Mobile Device,High,Escalate to Security / Incident Response immediately due to a lost device with email access.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""User reports their work phone as lost or stolen with active access to work email."", ""troubleshooting"": [""Immediately issue a remote wipe command via MDM"", ""Revoke the device's access tokens"", ""Reset the associated account password as a precaution""], ""escalation"": ""Escalate to Security / Incident Response immediately due to a lost device with email access.""}",True,True,True,True,True,Mobile Device,High,Escalate to Security / Incident Response immediately due to a lost device with email access.
"My mouse is a little laggy on my HP EliteBook laptop, might just need new batteries.",Hardware,Low,No escalation needed.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""User's wireless mouse exhibits minor input lag, possibly due to low battery."", ""troubleshooting"": [""Replace mouse batteries"", ""Reconnect the wireless receiver/dongle"", ""Test mouse on a different USB port""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Hardware,Low,No escalation needed.
"I can't connect to the floor 12 network printer from my Surface Laptop, it says offline.",Printer,Medium,Escalate to Desktop Support / Hardware if the printer remains unreachable after re-adding.,"{""category"": ""Printer"", ""priority"": ""Medium"", ""summary"": ""User's laptop cannot connect to a network printer, which shows as offline."", ""troubleshooting"": [""Verify printer is powered on and connected to the network"", ""Confirm printer IP address hasn't changed"", ""Remove and re-add the printer on the laptop"", ""Ping the printer to confirm network reachability""], ""escalation"": ""Escalate to Desktop Support / Hardware if the printer remains unreachable after re-adding.""}",True,True,True,True,True,Printer,Medium,Escalate to Desktop Support / Hardware if the printer remains unreachable after re-adding.
"I can't log into the VPN, it says invalid credentials but my Zoom password works everywhere else.",VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User's VPN login fails despite correct credentials working on other systems."", ""troubleshooting"": [""Confirm account is not locked out"", ""Verify MFA token is current"", ""Re-enter credentials manually instead of using saved password"", ""Check VPN account is enabled for remote access""], ""escalation"": ""Escalate to Identity & Access Management if account lockout is confirmed.""}",True,True,True,True,True,VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.
Teams keeps freezing when I try to share my screen during Finance meetings on floor 2.,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""User's Teams client becomes unresponsive when attempting to share their screen."", ""troubleshooting"": [""Update Teams to the latest version"", ""Clear Teams cache and restart the app"", ""Test screen share in a different meeting"", ""Check for GPU/driver related Teams issues""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.""}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.
20 people on floor 8 say the network printer isn't showing up at all now.,Printer,High,Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""Multiple users on a floor report the shared network printer has become undiscoverable."", ""troubleshooting"": [""Verify printer's network connection and IP address"", ""Check print server for the printer's status"", ""Confirm no recent network changes affected the printer's VLAN""], ""escalation"": ""Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.""}",True,True,True,True,True,Printer,High,Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.
"Wi-Fi on floor 2 feels a little slower than usual today, still usable.",Network / Wi-Fi,Low,No escalation needed unless slowdown persists beyond one business day.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""User on floor 2 reports mildly reduced but usable Wi-Fi speed."", ""troubleshooting"": [""Run a speed test and compare to baseline"", ""Check for nearby network congestion"", ""Restart the wireless adapter""], ""escalation"": ""No escalation needed unless slowdown persists beyond one business day.""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed unless slowdown persists beyond one business day.
I don't have permission to open a folder that was shared with me by a coworker.,File / Permissions,Medium,Escalate to Identity & Access Management if permission settings appear correct but access still fails.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User lacks permission to access a folder that a coworker attempted to share with them."", ""troubleshooting"": [""Verify the coworker shared with the correct account/email"", ""Check folder-level permission settings"", ""Have the folder owner re-share with the correct access level""], ""escalation"": ""Escalate to Identity & Access Management if permission settings appear correct but access still fails.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Identity & Access Management if permission settings appear correct but access still fails.
"I can't log into the VPN, it says invalid credentials but my ServiceNow password for Customer Support systems works everywhere else.",VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User's VPN login fails despite correct credentials working on other systems."", ""troubleshooting"": [""Confirm account is not locked out"", ""Verify MFA token is current"", ""Re-enter credentials manually instead of using saved password"", ""Check VPN account is enabled for remote access""], ""escalation"": ""Escalate to Identity & Access Management if account lockout is confirmed.""}",True,True,True,True,True,VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.
"I can't remember which shared folder has last quarter's Finance reports on floor 1, not urgent.",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User is unsure of the location of a shared folder containing past reports."", ""troubleshooting"": [""Search the shared drive using relevant keywords"", ""Check with team members for the correct folder path"", ""Confirm folder naming conventions with team lead""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,File / Permissions,Low,No escalation needed.
2 people on the Engineering team can't receive their MFA push notifications on their iPhones since this morning.,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""Multiple team members are not receiving MFA push notifications on mobile devices."", ""troubleshooting"": [""Check MFA provider service status"", ""Verify affected phones have a working internet/data connection"", ""Try an alternate MFA method as a workaround""], ""escalation"": ""Escalate to Identity & Access Management; affects multiple users' ability to log in.""}",True,True,True,True,True,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.
My VPN client shows a yellow warning icon on floor 4 but I'm still connected.,VPN,Low,No escalation needed unless connectivity is actually impacted.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""User's VPN client displays a non-blocking warning while connection remains active."", ""troubleshooting"": [""Hover over the warning icon to read the specific message"", ""Update VPN client to latest version"", ""Restart the VPN client""], ""escalation"": ""No escalation needed unless connectivity is actually impacted.""}",True,True,True,True,True,VPN,Low,No escalation needed unless connectivity is actually impacted.
"I noticed my HP EliteBook laptop showed an unfamiliar browser extension in the Procurement office, not sure if I installed it.",Security,Low,No escalation needed unless the scan finds malicious activity.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""User notices an unfamiliar browser extension of unknown origin on their device."", ""troubleshooting"": [""Review installed browser extensions with the user"", ""Remove the unrecognized extension"", ""Run a quick malware scan as a precaution""], ""escalation"": ""No escalation needed unless the scan finds malicious activity.""}",True,True,True,True,True,Security,Low,No escalation needed unless the scan finds malicious activity.
"I noticed my Surface Laptop showed an unfamiliar browser extension, not sure if I installed it.",Security,Low,No escalation needed unless the scan finds malicious activity.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""User notices an unfamiliar browser extension of unknown origin on their device."", ""troubleshooting"": [""Review installed browser extensions with the user"", ""Remove the unrecognized extension"", ""Run a quick malware scan as a precaution""], ""escalation"": ""No escalation needed unless the scan finds malicious activity.""}",True,True,True,True,True,Security,Low,No escalation needed unless the scan finds malicious activity.
My work iPad's battery seems to drain faster than it used to; I'm on the Procurement team.,Mobile Device,Low,No escalation needed.,"{""category"": ""Mobile Device"", ""priority"": ""Low"", ""summary"": ""User's work mobile device shows faster than normal battery drain."", ""troubleshooting"": [""Check battery usage breakdown by app"", ""Disable unused background app refresh"", ""Update device OS to the latest version""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Mobile Device,Low,No escalation needed.
"It looks like our entire Engineering shared drive, including payroll files, is now accessible to the whole company. We're on floor 7.",File / Permissions,Critical,Escalate to Security / Incident Response immediately as a potential data exposure incident.,"{""category"": ""File / Permissions"", ""priority"": ""Critical"", ""summary"": ""A sensitive shared drive, including payroll files, appears to be accessible company-wide due to a permissions error."", ""troubleshooting"": [""Immediately lock down access to the affected shared drive"", ""Restore correct permission groups from the last known-good configuration"", ""Audit access logs to identify who viewed the exposed files""], ""escalation"": ""Escalate to Security / Incident Response immediately as a potential data exposure incident.""}",True,True,True,True,True,File / Permissions,Critical,Escalate to Security / Incident Response immediately as a potential data exposure incident.
"A software update pushed to the whole company this morning is preventing everyone, including Human Resources, from logging into Concur.",Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.,"{""category"": ""Software"", ""priority"": ""Critical"", ""summary"": ""A company-wide software update has broken login access to Concur for all employees."", ""troubleshooting"": [""Identify the update package deployed this morning"", ""Check for a vendor-published emergency hotfix"", ""Prepare to roll back the update company-wide if no hotfix exists""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately as a business-critical outage.""}",True,True,True,True,True,Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.
My Surface Laptop caught a burning smell and shut off on its own during a presentation for the IT team.,Hardware,Critical,Escalate to Desktop Support / Hardware immediately due to a potential safety hazard.,"{""category"": ""Hardware"", ""priority"": ""Critical"", ""summary"": ""User's laptop emitted a burning smell and powered off unexpectedly, posing a possible safety concern."", ""troubleshooting"": [""Do not power the device back on"", ""Unplug the device from power immediately"", ""Remove device from use and isolate it pending inspection""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately due to a potential safety hazard.""}",True,True,True,True,True,Hardware,Critical,Escalate to Desktop Support / Hardware immediately due to a potential safety hazard.
